document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
9f3553caee89c48b8f0ba947fa1a088dc9aca4a9,train,Who is the lone survivor on the boat on the River Iss?,"John's friend Tars Tarkas, who had set out to find John Carter.",Tars Tarkas,Who is the lone survivor on the boat on the River Iss ?,"John s friend Tars Tarkas , who had set out to find John Carter .",Tars Tarkas
9f3553caee89c48b8f0ba947fa1a088dc9aca4a9,train,Who do Tars and John rescue?,"They rescue Thuvia, a slave girl.",Thuvia,Who do Tars and John rescue ?,"They rescue Thuvia , a slave girl .",Thuvia
9f3553caee89c48b8f0ba947fa1a088dc9aca4a9,train,Who is attacking the Therns when Tars and John attempt to escape?,The Black Pirates of Barsoom are attacking the Therns.,The Black Pirates of Barsoomia.,Who is attacking the Therns when Tars and John attempt to escape ?,The Black Pirates of Barsoom are attacking the Therns .,The Black Pirates of Barsoomia .
9f95235a053cfb0c15f5681c02dc44fc0caf065d,train,Who plays the stories protagonist?,Milt Dagget,Milt Dagget,Who plays the stories protagonist ?,Milt Dagget,Milt Dagget
9f95235a053cfb0c15f5681c02dc44fc0caf065d,train,Who is the male protagonist of the story?,Milt Dagget,sinclair lewis,Who is the male protagonist of the story ?,Milt Dagget,sinclair lewis
9f95235a053cfb0c15f5681c02dc44fc0caf065d,train,Who is the female protagonist in the story?,Claire Boltwood,Claire Boltwood,Who is the female protagonist in the story ?,Claire Boltwood,Claire Boltwood
9f95235a053cfb0c15f5681c02dc44fc0caf065d,train,Who is the protagonist in the story?,Milt Dagget,Milt Dagget,Who is the protagonist in the story ?,Milt Dagget,Milt Dagget
9ff140c1a8d2d147eaa956d8783481e401ab3beb,train,Who does Redding confess his doubts to?,his sister Mary,Mary,Who does Redding confess his doubts to ?,his sister Mary,Mary
9ff140c1a8d2d147eaa956d8783481e401ab3beb,train,Who is Willis?,a former Oxford peer who converted to Roman Catholicism,A former Oxford peer,Who is Willis ?,a former Oxford peer who converted to Roman Catholicism,A former Oxford peer
9ff140c1a8d2d147eaa956d8783481e401ab3beb,train,Who joined the Roman Catholic church?,Charles Reding. ,Reding,Who joined the Roman Catholic church ?,Charles Reding .,Reding
9ff140c1a8d2d147eaa956d8783481e401ab3beb,train,Who was the leading member of the Oxford Movement?,Newman. ,Newman ,Who was the leading member of the Oxford Movement ?,Newman .,Newman
9ff140c1a8d2d147eaa956d8783481e401ab3beb,train,Who forced Charles Reding to live away from Oxford?,Jennings ,To prevent him from corrupting students,Who forced Charles Reding to live away from Oxford ?,Jennings,To prevent him from corrupting students
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who lives ar Haddon Hall?,Sir George Vernon.,"Dorothy, Dorothy's aunt, and Madge",Who lives ar Haddon Hall ?,Sir George Vernon .,"Dorothy , Dorothy s aunt , and Madge"
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who is Malcolm engaged to?,Madge.,Madge,Who is Malcolm engaged to ?,Madge .,Madge
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who are the Stanlys?,The Earl of Derby and his son.,The Earl of Derby and his son,Who are the Stanlys ?,The Earl of Derby and his son .,The Earl of Derby and his son
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who does Dorothy elope with?,John.,John,Who does Dorothy elope with ?,John .,John
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who plans to accompany Malcolm to France?,Madge.,Queen Mary,Who plans to accompany Malcolm to France ?,Madge .,Queen Mary
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who is the story's narrator?,Malcolm Francois de Lorraine Vernon,Malcolm,Who is the story s narrator ?,Malcolm Francois de Lorraine Vernon,Malcolm
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who does Dorothy fall in love with?,John,John Manners,Who does Dorothy fall in love with ?,John,John Manners
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who did Malcolm marry?,Madge,Madge.,Who did Malcolm marry ?,Madge,Madge .
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who does Dorothy eventually marry?,John,Johm,Who does Dorothy eventually marry ?,John,Johm
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who betrayed Mary to Queen Elizabeth?,Earl of Leicester,the Earl of Leicester,Who betrayed Mary to Queen Elizabeth ?,Earl of Leicester,the Earl of Leicester
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who did Maicolm met on the way to England?,John Manners,John Manners,Who did Maicolm met on the way to England ?,John Manners,John Manners
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who was John Manners secret lover?,Dorothy,Dorothy,Who was John Manners secret lover ?,Dorothy,Dorothy
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who told Queen Elizabeth about Queen Mary hideout?,Dorothy,Dorothy,Who told Queen Elizabeth about Queen Mary hideout ?,Dorothy,Dorothy
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who went to France with Malcolm?,Madge,Madge,Who went to France with Malcolm ?,Madge,Madge
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who asked Malcolm to leave Haddon Hall?,Sir George,Sir George,Who asked Malcolm to leave Haddon Hall ?,Sir George,Sir George
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who was Sir George?,Dorothy's father,malcom's cousin,Who was Sir George ?,Dorothy s father,malcom s cousin
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who did Dorothy eloped with?,John,John,Who did Dorothy eloped with ?,John,John
a08ad894b1b65ce935b9e6355851246add65a03b,train,Who does the narrator think the secret lover of Long is?,May Server.,May Server,Who does the narrator think the secret lover of Long is ?,May Server .,May Server
a08ad894b1b65ce935b9e6355851246add65a03b,train,Who is Mrs. Briss married to?,Gilbert Long.,Mr. Brissenden,Who is Mrs. Briss married to ?,Gilbert Long .,Mr. Brissenden
a08ad894b1b65ce935b9e6355851246add65a03b,train,Who is May Server? ,Another guest at this party. ,party guest,Who is May Server ?,Another guest at this party .,party guest
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Whose wedding was Emma Woodhouse attending in the beginning of the story?,"Emma Woodhouse was attending the wedding of her friend Miss Taylor, who was getting married to Mr.Weston.",Miss Taylor.,Whose wedding was Emma Woodhouse attending in the beginning of the story ?,"Emma Woodhouse was attending the wedding of her friend Miss Taylor , who was getting married to Mr.Weston .",Miss Taylor .
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who advises Emma not to be a matchmatker?,Mr. Knightley.,Mr. Knightley,Who advises Emma not to be a matchmatker ?,Mr. Knightley .,Mr. Knightley
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who is Mr. Elton?,The local vicar.,the local vicar,Who is Mr. Elton ?,The local vicar .,the local vicar
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who does Emma marry?,Mr. Knightley.,Mr. Knightley,Who does Emma marry ?,Mr. Knightley .,Mr. Knightley
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who does Harriet Smith marry?,Robert Martin.,Robert Martin.,Who does Harriet Smith marry ?,Robert Martin .,Robert Martin .
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who does Jane Fairfax marry?,Frank Churchill.,"She didn't marry him yet, but she will marry Frank",Who does Jane Fairfax marry ?,Frank Churchill .,"She did n't marry him yet , but she will marry Frank"
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who is Mrs Bates to Mss Jane Fairfax? ,Grandmother. ,her aunt,Who is Mrs Bates to Mss Jane Fairfax ?,Grandmother .,her aunt
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who is Mr. Weston to the former Governess Mss. Taylor? ,They are newlyweds. ,her new husband,Who is Mr. Weston to the former Governess Mss . Taylor ?,They are newlyweds .,her new husband
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,"Who was the respected, well spoken and well educated yound farmer? ",Roberts Martin. ,Robert Martin,"Who was the respected , well spoken and well educated yound farmer ?",Roberts Martin .,Robert Martin
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who is Frank Churchill? ,Mr. Weston's son. ,Mr. Weston's son,Who is Frank Churchill ?,Mr. Weston s son .,Mr. Weston s son
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Who scolded Emma Woodhouse? ,Mr. Knightley. ,Mr. Knightley,Who scolded Emma Woodhouse ?,Mr. Knightley .,Mr. Knightley
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who was expected to take over as bishop after the previous one died?,The deceased bishop's son Archdeacon Grantly.,The bishop son,Who was expected to take over as bishop after the previous one died ?,The deceased bishop s son Archdeacon Grantly .,The bishop son
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who does Mrs. Proudie give the position of warden to?,She gives it to Mr. Quiverful. ,Mr Harding,Who does Mrs. Proudie give the position of warden to ?,She gives it to Mr. Quiverful .,Mr Harding
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who do many characters think Eleanor plans to marry?,Mr. Slope.,Mr. Arabin,Who do many characters think Eleanor plans to marry ?,Mr. Slope .,Mr. Arabin
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who does Mr. Harding have made dean instead of himself?,He helps Mr. Arabin become dean.,Mr Harding has Mr Arabin be made dean.,Who does Mr. Harding have made dean instead of himself ?,He helps Mr. Arabin become dean .,Mr Harding has Mr Arabin be made dean .
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who does Dr. Stanhope bring with him to Cathedral Close?,He brings his wife and three grown children.,"His wife, 2 daughters, and son",Who does Dr. Stanhope bring with him to Cathedral Close ?,He brings his wife and three grown children .,"His wife , 2 daughters , and son"
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who becomes the new bishop?,Bishop Proudie,Proudie,Who becomes the new bishop ?,Bishop Proudie,Proudie
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who becomes engaged?,Eleanor and Mr Arabin,Mr Arabin and Eleanor Hardy,Who becomes engaged ?,Eleanor and Mr Arabin,Mr Arabin and Eleanor Hardy
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who is the new Prime Minister at the cathedral church?,Bishop Proudie,Evangelical Bishop Proudie,Who is the new Prime Minister at the cathedral church ?,Bishop Proudie,Evangelical Bishop Proudie
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who is attracted to Eleanor?,Mr. Arabin,Mr Slope and Mr Hardy,Who is attracted to Eleanor ?,Mr. Arabin,Mr Slope and Mr Hardy
a1ddafa4cb19dd13dd41e6c10d81839dcce36ec7,test,Who does Mrs. Proudie appoint as warden of Hiram Hospital?,Mr. Quiverful,Mr. Quiverful,Who does Mrs. Proudie appoint as warden of Hiram Hospital ?,Mr. Quiverful,Mr. Quiverful
a21137785e9a0e86d9cefd3fda385199fd9da232,valid,Who is the daughter of Atlantides?,The Witch.,The Witch,Who is the daughter of Atlantides ?,The Witch .,The Witch
a21137785e9a0e86d9cefd3fda385199fd9da232,valid,Who did the Witch want to have reveal their own lies?,The scribe.,The scribe.,Who did the Witch want to have reveal their own lies ?,The scribe .,The scribe .
a21137785e9a0e86d9cefd3fda385199fd9da232,valid,Who does the Witch create?,Hermaphroditus.,hermaphroditus,Who does the Witch create ?,Hermaphroditus .,hermaphroditus
a21137785e9a0e86d9cefd3fda385199fd9da232,valid,Who is the Bull god?,Apis,Apis,Who is the Bull god ?,Apis,Apis
a21137785e9a0e86d9cefd3fda385199fd9da232,valid,Who is the Witch the daughter of?,Atlantides,atlantides,Who is the Witch the daughter of ?,Atlantides,atlantides
a294dfec39790706fbaf8a62b6ab00274fb7bf3b,train,Who was the object of Sarrasine's affection?,Zambinella.,"Zambinella,",Who was the object of Sarrasine s affection ?,Zambinella .,"Zambinella,"
a294dfec39790706fbaf8a62b6ab00274fb7bf3b,train,Who owns the mansion where the ball is taking place?,Monsier de Lanty.,Monsieur de Lanty,Who owns the mansion where the ball is taking place ?,Monsier de Lanty .,Monsieur de Lanty
a294dfec39790706fbaf8a62b6ab00274fb7bf3b,train,Whose men save Zambinella from being killed by Sarrasine?,The cardinal.,The cardinal's.,Whose men save Zambinella from being killed by Sarrasine ?,The cardinal .,The cardinal s .
a294dfec39790706fbaf8a62b6ab00274fb7bf3b,train,Who was the sculptor that Sarassine was a prodigy for?,Bouchardon,Bouchardon,Who was the sculptor that Sarassine was a prodigy for ?,Bouchardon,Bouchardon
a294dfec39790706fbaf8a62b6ab00274fb7bf3b,train,Who own's the mansion of where the ball is being held?,Monsieur de Lanty,Monsieur de Lanty,Who own s the mansion of where the ball is being held ?,Monsieur de Lanty,Monsieur de Lanty
a2cb171c562fce09b6f2473dc65f121cce677b7f,test,Who pursues Laura Montreville?,Colonel Hargrave,Colonel Hargrave,Who pursues Laura Montreville ?,Colonel Hargrave,Colonel Hargrave
a2cb171c562fce09b6f2473dc65f121cce677b7f,test,Who did Laura go live with after Captain Montreville dies from his illness?,Lady Pelham,Lady Pelham,Who did Laura go live with after Captain Montreville dies from his illness ?,Lady Pelham,Lady Pelham
a2cb171c562fce09b6f2473dc65f121cce677b7f,test,Who does Laura go to live with when her father dies?,Lady Pelham/her aunt ,Lady Pelham,Who does Laura go to live with when her father dies ?,Lady Pelham/her aunt,Lady Pelham
a2cb171c562fce09b6f2473dc65f121cce677b7f,test,Who does Laura finally marry?,Montague De Courcy ,Montague De Courcy,Who does Laura finally marry ?,Montague De Courcy,Montague De Courcy
a3178b2869767f5cccaa1cad82b439132abaebbf,test,Who takes an accidental balloon flight to Africa? ,The Woggle-Bug,The Woggle-bug.,Who takes an accidental balloon flight to Africa ?,The Woggle-Bug,The Woggle-bug .
a3178b2869767f5cccaa1cad82b439132abaebbf,test,Who wants to kill the Woggle-Bug? ,Arabs,Menacing Arabs want to kill hime.,Who wants to kill the Woggle-Bug ?,Arabs,Menacing Arabs want to kill hime .
a3178b2869767f5cccaa1cad82b439132abaebbf,test,Who wants to kill the bug while in Africa?,Arabs,Arabs. ,Who wants to kill the bug while in Africa ?,Arabs,Arabs .
a3178b2869767f5cccaa1cad82b439132abaebbf,test,Who does the Woggle-Bug meet to talk to?,Forest animals.,He convinces the Arabs that his death will bring bad luck.,Who does the Woggle-Bug meet to talk to ?,Forest animals .,He convinces the Arabs that his death will bring bad luck .
a3178b2869767f5cccaa1cad82b439132abaebbf,test,Who wanted to kill the Woggle-Bug?,Arabs.,The Arabs,Who wanted to kill the Woggle-Bug ?,Arabs .,The Arabs
a396cef5286c5c07adbfc2a5d792402c1418d571,train,Who is Patsy?,'Tom Grogan's' daughter.,Tiny Tim's companion,Who is Patsy ?,Tom Grogan s ' daughter .,Tiny Tim s companion
a396cef5286c5c07adbfc2a5d792402c1418d571,train,Who is Tom Grogan?,"A stevedore, who died of an injury.",a man who died who's wife assumed his identity,Who is Tom Grogan ?,"A stevedore , who died of an injury .",a man who died who s wife assumed his identity
a3d61931c82c31928c81e1e6662d42e151da09c3,train,Who was the hero in this story?,Hilary,Hilary and Alice,Who was the hero in this story ?,Hilary,Hilary and Alice
a3d61931c82c31928c81e1e6662d42e151da09c3,train,Who did Hilary confess his folly to?,His father,His father. ,Who did Hilary confess his folly to ?,His father,His father .
a3d61931c82c31928c81e1e6662d42e151da09c3,train,Who caused Hilary to lose money?,a Spanish countess,The countess,Who caused Hilary to lose money ?,a Spanish countess,The countess
a3d61931c82c31928c81e1e6662d42e151da09c3,train,Who wanted to marry Alice?,Chapman,Chapman,Who wanted to marry Alice ?,Chapman,Chapman
a3d61931c82c31928c81e1e6662d42e151da09c3,train,Who tricks Hilary out of the money he was entrusted with?,A Spanish countess,The countess,Who tricks Hilary out of the money he was entrusted with ?,A Spanish countess,The countess
a50e0b16f4c85587a6c89476c2f9f3ced9f4480c,train,Who informs them of the five signs?,The Bellman,Bellman,Who informs them of the five signs ?,The Bellman,Bellman
a50e0b16f4c85587a6c89476c2f9f3ced9f4480c,train,Who does the butcher become friends with?,The beaver,Beaver,Who does the butcher become friends with ?,The beaver,Beaver
a50e0b16f4c85587a6c89476c2f9f3ced9f4480c,train,Who attacks the banker?,A bandersnatch,bandersnatch,Who attacks the banker ?,A bandersnatch,bandersnatch
a50e0b16f4c85587a6c89476c2f9f3ced9f4480c,train,Who warned Baker about the Snark being a Boojurn?,His uncle,Bellaman,Who warned Baker about the Snark being a Boojurn ?,His uncle,Bellaman
a553b1ede6a0837f7e65a03b1a6f6545997047e8,train,Who taught Hayy to reason and conduct inquiries scientifically?,Hayy was self-taught.,exercises of his facilities,Who taught Hayy to reason and conduct inquiries scientifically ?,Hayy was self-taught .,exercises of his facilities
a553b1ede6a0837f7e65a03b1a6f6545997047e8,train,Who introduced Hayy to civilization and religion?,"Absal, a castaway.",Absal.,Who introduced Hayy to civilization and religion ?,"Absal , a castaway .",Absal .
a553b1ede6a0837f7e65a03b1a6f6545997047e8,train,Who is the main character of the story?,A child being raised by a gazelle.,Ibn Tufail. ,Who is the main character of the story ?,A child being raised by a gazelle .,Ibn Tufail .
a553b1ede6a0837f7e65a03b1a6f6545997047e8,train,Who causes the child to come into contact with human civilization?,A castaway named Absal.,He meets a castaway named Absal. ,Who causes the child to come into contact with human civilization ?,A castaway named Absal .,He meets a castaway named Absal .
a553b1ede6a0837f7e65a03b1a6f6545997047e8,train,Who raised the child?,A gazelle,A gazelle. ,Who raised the child ?,A gazelle,A gazelle .
a553b1ede6a0837f7e65a03b1a6f6545997047e8,train,Who performs an autopsy on the dead gazelle?,The child,Ibn Tufail. ,Who performs an autopsy on the dead gazelle ?,The child,Ibn Tufail .
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who is the father of Wilbur Whateley?,His father is unknown,Hideous son of Lavinia Whateley.,Who is the father of Wilbur Whateley ?,His father is unknown,Hideous son of Lavinia Whateley .
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who presents witchcraft and dark rituals to Wilbur? ,His grandfather,His grandfather,Who presents witchcraft and dark rituals to Wilbur ?,His grandfather,His grandfather
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who kills Wilbur at the library?,A guard dog,the guard dog,Who kills Wilbur at the library ?,A guard dog,the guard dog
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who was the invisible monster?,Wilbur's twin brother,Wilbur's twin brother,Who was the invisible monster ?,Wilbur s twin brother,Wilbur s twin brother
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who is the librarian at Miskatonic University?,Dr. Henry Armitage,Dr. Henry Armitage,Who is the librarian at Miskatonic University ?,Dr. Henry Armitage,Dr. Henry Armitage
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who did the invisible monster turn out to be?,Wilbur's twin brother.,Wilbur's twin brother,Who did the invisible monster turn out to be ?,Wilbur s twin brother .,Wilbur s twin brother
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who prevented Wilbur from obtaining the Necronomicon?,Dr. Armitage.,Dr. Henry Armitage,Who prevented Wilbur from obtaining the Necronomicon ?,Dr. Armitage .,Dr. Henry Armitage
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95,train,Who is the monster?,Wilbur's twin brother.,Wilbur's twin brother,Who is the monster ?,Wilbur s twin brother .,Wilbur s twin brother
a61325dc1a5c7d385b2c23a52f22859d6e0cfb7d,train,Who does Tara flee from?,Lions.,Banths. ,Who does Tara flee from ?,Lions .,Banths .
a61325dc1a5c7d385b2c23a52f22859d6e0cfb7d,train,Who captures Tara?,Kaldanes.,Kaldanes,Who captures Tara ?,Kaldanes .,Kaldanes
a61325dc1a5c7d385b2c23a52f22859d6e0cfb7d,train,Who does Gahan say he is?,Turan.,Prince,Who does Gahan say he is ?,Turan .,Prince
a61325dc1a5c7d385b2c23a52f22859d6e0cfb7d,train,Who reaches the city of Manator?,"Gahan, Ghek and Tara.","Gahan, Tara, and Ghek",Who reaches the city of Manator ?,"Gahan , Ghek and Tara .","Gahan , Tara , and Ghek"
a61325dc1a5c7d385b2c23a52f22859d6e0cfb7d,train,Who didn't recognize Gahan as the prince when he was not dressed in fancy clothes?,Tara.,Tara,Who did n't recognize Gahan as the prince when he was not dressed in fancy clothes ?,Tara .,Tara
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who is unconcerned about the air-raid?,Hector,Hector,Who is unconcerned about the air-raid ?,Hector,Hector
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who invited Ellie and her father to a dinner party?,Hesione Hushabye,Hesione Hushabye.,Who invited Ellie and her father to a dinner party ?,Hesione Hushabye,Hesione Hushabye .
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who has a Jamaican wife?,Shotover,Captain Shotover. ,Who has a Jamaican wife ?,Shotover,Captain Shotover .
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who is the man that Ellie is in love with?,"Hector, Hesione's husband. ",Captain Shotover,Who is the man that Ellie is in love with ?,"Hector , Hesione s husband .",Captain Shotover
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who does the bomb kill?,Mangan and the burglar. ,Mangan and the burglar,Who does the bomb kill ?,Mangan and the burglar .,Mangan and the burglar
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who does Ellie originally intend to marry?,Boss Mangan. ,Boss Mangan,Who does Ellie originally intend to marry ?,Boss Mangan .,Boss Mangan
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,"Whose dinner party did Ellie Dun, her father, and her fiance attend?",Hesione Hushabye's dinner party.,Hesion Husabye,"Whose dinner party did Ellie Dun , her father , and her fiance attend ?",Hesione Hushabye s dinner party .,Hesion Husabye
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who is Captain Shotover?,An inventor.,He is a eccentric inventor in his 80s.,Who is Captain Shotover ?,An inventor .,He is a eccentric inventor in his 80s .
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who is Ellie actually in love with?,"Hector, Hesione's husband. ","Hector, who is Hesione's husband. ",Who is Ellie actually in love with ?,"Hector , Hesione s husband .","Hector , who is Hesione s husband ."
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,"Who ""burglarizes"" Shotover's house?",An old crewman of Shotover.,One of Captain Shotover's old crewmen,Who burglarizes Shotover s house ?,An old crewman of Shotover .,One of Captain Shotover s old crewmen
a62274041e562a4bfbc5f7c5c7f3aa427c178c9e,test,Who does Ellie eventually end up marrying?,Captain Shotover.,Shotover.,Who does Ellie eventually end up marrying ?,Captain Shotover .,Shotover .
a677bc91d7cd5ed5476f5a78fd728e03112121c2,test,Who is the main character of the story?,Aubrey,Aubrey,Who is the main character of the story ?,Aubrey,Aubrey
a677bc91d7cd5ed5476f5a78fd728e03112121c2,test,Who does Ruthven marry?,Aubrey's sister,Aubrey's sister.,Who does Ruthven marry ?,Aubrey s sister,Aubrey s sister .
a677bc91d7cd5ed5476f5a78fd728e03112121c2,test,Who attacks Ruthven and Aubrey?,Bandits,bandits,Who attacks Ruthven and Aubrey ?,Bandits,bandits
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who does Demetrius hope to get assistance from?,Poland.,Marfa,Who does Demetrius hope to get assistance from ?,Poland .,Marfa
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who does hi speech impress?,It impresses the diet and the king. ,The diet and the king,Who does hi speech impress ?,It impresses the diet and the king .,The diet and the king
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who does Poland battle against?,Moscow.,Moscow,Who does Poland battle against ?,Moscow .,Moscow
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Marina?,She is the fiancee of Demetrius and the daughter of Mnischek. ,Demetrius' fiancee.,Who is Marina ?,She is the fiancee of Demetrius and the daughter of Mnischek .,Demetrius ' fiancee .
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who hears about the successes of Demetrius?,Boris.,Boris Godunov,Who hears about the successes of Demetrius ?,Boris .,Boris Godunov
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Demetrius the son of?,Ivan the Terrible. ,Ivan The Terrible,Who is Demetrius the son of ?,Ivan the Terrible .,Ivan The Terrible
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who asserts his claim to the throne of the czars?,Demetrius,Demetrius,Who asserts his claim to the throne of the czars ?,Demetrius,Demetrius
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who does he claim to be the son of?,Ivan the Terrible,Ivan the Terrible.,Who does he claim to be the son of ?,Ivan the Terrible,Ivan the Terrible .
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who do they want to oust?,Boris Godunov,Boris Gudunov,Who do they want to oust ?,Boris Godunov,Boris Gudunov
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Ivan's widow?,Mnischeks,Marina,Who is Ivan s widow ?,Mnischeks,Marina
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who does Demetrius claim to be the son of?,Ivan the Terrible,Ivan the Terrible,Who does Demetrius claim to be the son of ?,Ivan the Terrible,Ivan the Terrible
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who does Poland go into battle against?,Moscow,Moscow,Who does Poland go into battle against ?,Moscow,Moscow
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who do the Poles hope to oust?,Boris Godunov,Boris Godunov,Who do the Poles hope to oust ?,Boris Godunov,Boris Godunov
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who used Demetrius as a tool?,A faction opposed to Godunov,Godunov's enemies,Who used Demetrius as a tool ?,A faction opposed to Godunov,Godunov s enemies
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who couldn't recognize Demetrius?,His supposed mother Marfa,his mother,Who could n't recognize Demetrius ?,His supposed mother Marfa,his mother
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who did Demetrius convince with his speech?,The Polish diet and king,The king and the diet,Who did Demetrius convince with his speech ?,The Polish diet and king,The king and the diet
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who vetoed the formal resolution proposed by the diet?,Prince Sapiehas,Prince Sapiehas,Who vetoed the formal resolution proposed by the diet ?,Prince Sapiehas,Prince Sapiehas
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who lingers at the stream? ,Laura ,Laura,Who lingers at the stream ?,Laura,Laura
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who died at the beginning of winter? ,Jeanie ,Jeanie,Who died at the beginning of winter ?,Jeanie,Jeanie
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who attacks Lizzie? ,The goblins ,The goblins.,Who attacks Lizzie ?,The goblins,The goblins .
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who do Laura and Lizzie tell about the evil of  goblin fruit?,Their children ,Their children.,Who do Laura and Lizzie tell about the evil of goblin fruit ?,Their children,Their children .
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who is Jeanie?,A girl who died after eating the goblins' fruit,A girl who had died after eating the goblins' fruit.,Who is Jeanie ?,A girl who died after eating the goblins ' fruit,A girl who had died after eating the goblins ' fruit .
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who can hear the goblins on the second day in the story?,Only Lizzie,Lizzie,Who can hear the goblins on the second day in the story ?,Only Lizzie,Lizzie
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who is Laura to Lizzie?,Her sister.,She is her sister.,Who is Laura to Lizzie ?,Her sister .,She is her sister .
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who is the girl that died from eating too much goblin fruit?,Jeanie,Neither girl dies.,Who is the girl that died from eating too much goblin fruit ?,Jeanie,Neither girl dies .
